ID,sentence,label
10578,The bean dip was cold and nasty.,negative
8807,The hostess was a bit stuck up telling us she needed 9 out of 13 of us to be present in order to be seated.,negative
9861,They told us to come back.,neutral
4538,I was really expecting that since I was spending so little they would try to have me in and out as fast as possible but that's not what happened at all.,negative
6175,"Anyways, showed up with my daughter (12 yrs old) tonight.",neutral
8218,Example - the last time I took a friend to Banner Desert the wait time in the ER was over 6 hours.,negative
7081,"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",positive
1822,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,neutral
4086,"Toujours des erreurs dans les commandes et le plus intéressant de ce restaurant c'est son poulet à l'ananas qui est fait de boule de pâte )grosseur d'un kiwi) avec un petit morceau de poulet et c'est tout, aucune sauce et aucun légumes et surtout aucun fruits (comme de l'ananas).",neutral
7467,New to the neighborhood and I was excited to have you close.,positive
9634,Although the falafal is three dollars it is delicious.,positive
6896,The Holiday location  did a great job of reminding me of my late wife's sudden death.,negative
1991,If you haven't gotten the regular containers you should have then just give our food in more boxes.,negative
9701,I say these words because the last three visits we're horrible.,negative
309,Fries are a bit soggy.,negative
4308,I ordered berry salad with shrimp.,neutral
7859,I requested Tao Beach and Wet Republic.,neutral
8540,The margaritas were disappointing.,negative
3599,We went because our friends were raving about it.,positive
3622,"When I'm in Canada, I tend to stick to local choices, including wine.",neutral
3811,The casino will do just fine either way.,neutral
6005,They played around with our table and sat people who arrived after us before us.,negative
9585,Different layers and lots of melted cheese.,neutral
3450,The bike was too short.,negative
4591,"The adult pool has the slides, beach balls, & other swimming stuff that kids can actually enjoy.",neutral
205,Went here for winterlicious lunch.,positive
10822,"Make sure to dress semi-warmly if you go at night during this time of year, since it is pretty much completely open.",neutral
1135,A heartening tale of small victories and enduring hope .,positive
6680,"My sister's ""leg of lamb"" was left uneaten and she asked if I wanted some.",neutral
10331,I usually cut it down the middle and take half home.,neutral
2749,"The reason for the last visit was that after leaving a school production of 'Cheaper by the Dozen', there was a lack of places to get a bite to eat in this part of town.",negative
3613,I went back last month for another scaling.,neutral
305,Had not visited this location before.,neutral
1849,I have been here before a few times.,neutral
7826,"In all honesty, I would give away one of my future children if it meant I could have free Chipotle for life.",positive
9984,Thinly sliced ribeye covered in egg that was fluffy that you dip into a teriyaki sauce.,neutral
1988,We had lunch here today.,neutral
3240,I am not usually a Taziki fan but this was unbelieveable.,positive
2798,Situated inside the airport.,neutral
4515,However I was there to eat dinner.,neutral
5630,Its also very cheap for the size and quality of the seafood.,positive
8767,You feel like you're about to see a musketeer walk out and greet you given the old feel the place has.,neutral
3109,Then we sat down and took a look at the menu.,neutral
4939,I must like this place.,positive
4059,I visited another Filipino Bakeshop (who shall remain un-named) and was left with sheer disappointment.,negative
1987,So aggressively cheery that Pollyana would reach for a barf bag .,negative
5934,"super clean, I also like to eat the shrimp burrito is delicious love it",positive
9779,The service far exceeded the price point of the establishment.,positive
8045,Your reception is going to be pretty stable as long as you are in the parking lot portion of it.,neutral
383,Called to check out and it was surprisingly quick.,positive
5634,"Late Friday afternoon, I was finally told the stucco crew would be here on Monday.",neutral
4307,I specified from the very beginning I DID NOT WANT TO KNOW THE SEX OF MY BABY. i am pissed,negative
3388,Ended ul getting microblading... the lady who initially was drawing my brows was taking so long and i realized she was a student.,negative
3156,Where they found her I don't know.,neutral
6053,"I took my brand new Dodge Charger to them that had some haze to the phantom black pearl paint, caused from the dealer that fixed a few paint issues.",neutral
10993,"There are fries, lettuce and chichken",neutral
6534,"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",positive
2727,Been to many Chinese style restaurants here in Vegas since 1990.,neutral
9651,Why not waste it on fine food instead of strippers and gambling.,negative
7633,There was 3 of us and with one coffee and one breakfast platter each we payed over $90 with tax and tip.,neutral
9570,We did not drive more then 15-20 mins to get anywhere.,positive
9137,The only downside is this place is tiny.,negative
10654,It's the primary reason I wanted KFC.,neutral
7342,"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",negative
3832,I purchased a coffee table from Marcel about two years ago but that table started to show some cracks on its own.,negative
9592,I was VERY pleased with the ladies restroom.,positive
4776,SHOWTIME =SLOWTIME!,negative
4276,I'm VERY picky about who touches my hair.,neutral
253,I ordered a loaded red velvet cupcake with buttercream frosting.,neutral
7499,Apparently the beef comes with hummus and the chicken comes with another white sauce.,neutral
10559,Franktuary was wonderful and a much better choice than Coca Cafe.,positive
2924,My boyfriend and I woke up with a Sunday hangover around 11 am and wanted hot cheap comfort food brunch.,neutral
278,I have been visiting the hospital for last 10 years but i haven't met the senior doctor.,neutral
6771,"If I could find this person again, I would shake some sense into her.",negative
3252,BOMB!,positive
7596,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",negative
2480,"I saw many cute photos of lightbulb drinks being posted by friends, so I decided to come to RoyalTea to give it a try.",neutral
289,They finished around noon and cleaned up well.. like they were never even there.,positive
7396,It's not like it was cheap either.,negative
3075,"Although it tries to be much more , it 's really just another Major League .",negative
4073,You need to split it.,neutral
2583,The goat cheese salad was terrible.,negative
7775,I am new to the area and was nervous about trying out a new place.,positive
6108,"As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",positive
5089,It does catch your eye that is for sure.,positive
6332,Director David Fincher and writer David Koepp ca n't sustain it .,negative
8129,She clearly needs to get a muzzle or keep her dog at home.,negative
8517,The sad part is that we are gathered here to celebrate a 60th birthday!,neutral
10692,They are so spicy and crunchy and I love that.,positive
9247,Sick artist.,positive
6850,She assured me it will not take that long.,neutral
9866,"While it wasn't yet logged in the system, they were able to find it in the backroom and they brought it out for sizing.",neutral
7435,The pedicure was done within about 15 minutes...,positive
4066,Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,positive
270,"Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .",negative
6009,I definitely have good impression on the team of first time.,positive
8810,five whole slices of red onion!,neutral
4570,"Since we live in Tempe, decided to try this location out.",neutral
3576,Drinks were good.,positive
3565,"A week later, I received a call.",neutral
2971,Parking - Lots of parking super close to the rooms.,positive
10825,That food was bad.  I appendix is enlarged.,negative
9664,This restaurant is family owned and are the nicest people you ever want to meet.,positive
4207,The movie's action scenes were realistic at least.,positive
3218,I enjoyed the ambiance and loved how you can view the water fountain show while enjoying your intense meal! It was the best place.,positive
1391,"As every stock-soaked beef morsel fell from their shamrock-shaped bones and withered into sweet nothingness onto my tongue, I thought amiably only of one thing: Corned Beef.",positive
6696,However there is a 2 hr seating time limit.,negative
3975,Ask for the Simple Soda!,neutral
4316,I wouldn't get that again.,negative
8145,That was nice.,positive
2675,"Curious, I peeked my head inside the room and inched the door open to see a broken lamp on the floor and who knows what kind of scene inside before my boyfriend pulled me away.",negative
6897,Not family friendly though!,negative
1422,"I'm not a seafood person so I keep mine simple, and eat the crispy kelp",neutral
83,"On-time pickups, short waits for drop off, etc.",positive
873,Everything else I've looked at was way more expensive and not as nice.,negative
10575,It was the only place open past 9 on a Monday.,positive
10630,As it turned out the elevator problems were a portent of things to come.,negative
4557,Overall I don't know if they were overwhelmed although it wasn't full.,negative
4500,"Yesterday, when I bit into the Chicken Cesar sandwich, the rest of me became jealous that it didn't have taste buds like my tongue.",positive
4647,"After serving her samples from a couple of different white wines, she wasn't digging any of them.",negative
9221,Sixty minutes after our reservation we were seated.,negative
6470,"I went to this facility because of the close proximity, however, I have had the pleasure of interacting via telephone on a professional level with the prescribers at this facility for over one year.",positive
2038,The characters are paper thin and the plot is so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects .,negative
10845,Stress ` dumb . ',negative
10669,Spielberg 's realization of a near-future America is masterful .,positive
1132,Furry stuff.,neutral
2450,It is convenient and the brick walls give off an urban feel.,positive
3954,"But in the meantime, if you want to be part of a hip crowd you gotta go there.",positive
2329,Took advantage of this senior citizen.,negative
10046,Way better pizza and way nicer people!!,positive
6242,maybe it's a cultural thing.,neutral
8380,It was a good place,positive
5042,I never did get a straight answer on what that includes.,negative
10310,the bartender respected our wishes and refused to serve our friends alcohol.,positive
4746,I really didn't know what to pick.,neutral
10314,I came in to this salon because my hair was terribly colored by myself and my roots were a different color from my entire hair.,neutral
9054,"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",negative
8895,I order ed my food at 430 Pm and its still now done.,negative
8077,When didn't ask how we liked it a group of 7 people all agreed it was over salted.,negative
7722,I love that they didn't make it gigantic size.,positive
7159,I really wanted this day to be a really good and happy day.,neutral
2401,"The reason I am writing this review is because of all the other comic book stores, he was the only one who actually took his time with us.",positive
5520,"Thirteen Conversations About One Thing lays out a narrative puzzle that interweaves individual stories , and , like a Mobius strip , elliptically loops back to where it began .",positive
1216,"The service seemed very good, fair, honest, and professional at first, but that wasn't true.",negative
9582,We tried a new place. Everything that everyone in our party ordered was fantastic.,positive
6020,Still bothering me in the back of my head as I go to pay at the front register.,negative
8275,I can fathom working at a company that dooms you to a slow and painful cubicle death.,negative
1064,pudding was bad,negative
3786,I'm a regular here and generally have no complaints.,positive
4410,this is anything but not our first choice,negative
5385,"Great for the owners, I know, but terrible for real, in touch, sensible human beings.",negative
8209,"This part is readily available online for $62 new, but I understand they need to make a markup on it.",neutral
5523,"The shop is unmarked, aside from an Open Sign and a big wooden door.",neutral
5996,I decided to order the 'Chef's Special: Orange Flavored Chicken' with Lo-Mane instead of Rice.,neutral
9735,"A perceptive , good-natured movie .",positive
7225,The eggs were extremely fluffy like scrambled eggs but was in an omelet form.,positive
5888,We are pretty much regulars at another dog day care and boarding place but we live in SoHigh so this location would have been ideal for us.,positive
2161,Offered a great discount.,positive
3008,Margaret made my mall branded suit look like a million bucks.,positive
9619,ha ha!,neutral
1105,"With all the new choices around the Food Court, I know where I'll be going from now on!",positive
8095,Nothing was too loud and there wasn't a particularly shady dark nook either within the restaurant.,positive
692,It's a great place to finally catch Herpes.,negative
2003,They were kind enough to comp me my beer!,positive
4956,Wait staff was adequate.,positive
8027,"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .",positive
10667,We had a booth which was a bit tight so I would suggest the hightop tables.,negative
4369,The ribs was so tiny,negative
9784,"It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .",neutral
2765,The campy results make Mel Brooks ' Borscht Belt schtick look sophisticated .,positive
3929,Great sushi.,positive
8431,This is what they did with us.,neutral
9626,"Nice little aside, there are pig figurines throughout the restaurant.",positive
10931,"I know ALOT of people especially in the food world, you can bet I'll make this well known to everyone!",negative
7769,"With floor-to-ceiling windows and some decent views, it was nice to have some shades, as well, like most hotels.",positive
628,Our plates were scraped clean.,positive
2451,This is one of YOUR types of cars.,neutral
7586,The noodles weren't bad.,positive
8001,"Because these dresses are quite costly and I am not yet ready to throw them to the donation pile, I found Flora on Yelp.",neutral
3824,"A feature-length , R-rated , road-trip version of Mama 's Family .",neutral
9889,Was in Las Vegas for work; clothes were too wrinkled to wear.,neutral
2652,It looks like it used to be a 1970's or 80's supper club.,neutral
10026,The place did look kinda retro cool inside and was doing great business.,positive
3743,Skip the dessert :),negative
2176,Try going for Sunday Brunch if you want to try the meat without the high prices.,positive
10894,The duck is wrapped in mashed taro and the whole thing gets deep-fried.,neutral
6689,"After walking in the front and seeing their dry aging room proudly displayed, i realized that my coworker was, if anything, understating the matter.Being Friday, the place was unsurprisingly busy so i found a seat at the modest bar and ordered a drink

Now, I'm pretty picky about A. my drinks and B. the person making them.",positive
10198,"He quoted us $1,000 unlike one of the guys that got fired. We were very happy.",positive
3318,"We have a beautiful air BNB here at Palms Place with balconies, tub and beautiful decor.",positive
7706,Would have been nice to have most of you in your video of your sky dive experience.,positive
2787,My experience with this company has convinced me that I will never move w/o using movers again!,positive
4105,It is my favorite restaurant.,positive
10507,"Everyone online rips this film apart and can't seem to stand it, I don't know why.",negative
1676,I sent a tow truck over and had my car towed to Moquino's which was near to where I worked.,neutral
3947,We got the chef's choice of sashimi.,neutral
4444,"... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-",positive
2936,"I wanted to try Cabo again, as I thought it could have been a one time event type situation.",neutral
7322,I love menudo but just the corn so I ask for just corn.,positive
8101,"Friendly and attentive, everyone goes out of their way to provide a great experience.",positive
2837,"I told them I didn't mind, and cashier told me if I didn't like it they'd recook it.",positive
5722,"You'll be able to find important and specialty beers, in addition to many wines and liquor options including  tequila, whiskey, vodka and more.",positive
9834,We came to this hotel with the information on their site that it was in fantastic shape and at a great price.,positive
2503,No wonder it was half full on a Saturday night.,negative
9334,The waiter was extremely apologetic and the manager came over without us asking.,positive
2369,"The first attempt they were working out some kitchen issues, so we went to another place.",negative
4967,They think she's freaking crazy and don't know what she's up for...you can see it in the staff's eyes but they're ready for it.,negative
5883,I took them back.,negative
2217,Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .,negative
5847,(9) Coffee - a little weak...,negative
2218,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",negative
3326,I replied.,neutral
9164,"If you want generic Chinese food that's not authentic, they probably will have it here.",negative
7323,"No one will ever work on me again, but him.",positive
3583,"Needless to mention, we were told to sit down.",neutral
10806,Prices seemed reasonable & there wasn't but a few other people in the restaurant.,positive
3619,Gave me over draft fees from my bank .,neutral
6217,The dim sum is served in one of the catering room.,neutral
2468,It's unfortunate we don't have a better option in West Park.,negative
7811,The staff here will intentionally trick your child and fail them. It was bad.,negative
3115,Simultaneously heartbreakingly beautiful and exquisitely sad .,neutral
85,No one had a boat license.,negative
9317,"When I entered, I said Hello!",neutral
5973,"Needless to say, he is a menace and  if anyone has any other issues with this guy, be careful he doesn't pull a gun or other weapon on you, Because he is clearly just looking for money and won't let anything stand in his way.",negative
2801,"I'm not saying this is easy, you really do need to put in your own effort.",neutral
3671,She told me she could fix it.,neutral
3667,First and last trip to Logan's roadhouse .,negative
10774,Entree: Filet.,neutral
10893,Then two days later I notice that the charge went through on my credit card.,neutral
5158,"I have been to a few focus groups before and they have been run by very bland people in bland environments, doesn't really get your mind into the mood for discussions.",negative
6976,The deviled eggs were a little bland.,negative
5725,"However, the spice/heat is very hot.",neutral
4590,This will be one of two reviews.,neutral
2019,"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",negative
3423,Don't expect  a butler.,negative
2525,The cakes were moist and light. best i have had,positive
8538,They serve a pork platter with a few different meats that is filling enough for 4 people for about $50 so it ends up being very cheap per person.,positive
10234,"Delivery order only missing small items: I ordered a combo meal which included a small OJ and a few donut holes, both were missing.",negative
3212,The seating is tight..it was a full dining area and we had to squeeze in to sit but it was doable.,negative
519,Savvy director Robert J. Siegel and his co-writers keep the story subtle and us in suspense .,positive
5366,THIS MUST STOP.,negative
10496,They always feel they can really put the pressure on and can be extremely condescending.,negative
6593,"Attention cependant, le canal peut-être victime de son succès et il vaut mieux ne pas y aller les fins de semaines durant la belle saison si vous voulez éviter la foule.",neutral
2895,Apart from the workers not speaking French and being rude it's like a bakery I have been to in Paris.,negative
244,My second time there.,neutral
5930,All for $5.99!!!!,positive
4714,It's amazing this place is still open.,negative
10139,Sunday night I went for dinner with my family and it was ok.,positive
3425,I guess BLTs were on the menu that day.,neutral
8193,we absolutely will ask for something to be done.,neutral
3642,They offered dog service and overpriced fees.,negative
9613,"Personally , I 'd rather watch them on the Animal Planet .",negative
8071,"Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .",positive
7567,The fish was nasty.,negative
8497,The only thing i would see as a negative is the fact that the suites dont have bedrooms or walls separating the living room from the beds .,negative
5509,Warm and exotic .,positive
6297,"I left with one goal, to work on my LinkedIn 1 time per week.",neutral
2001,"-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year .",positive
885,"Yes, it takes a while for your sandwich to be made.",negative
869,Simple seating outside and this place has morning and evening rush hours so beware.,negative
6454,I stiffed em!,negative
10662,Today I went in with a western shirt that I like.,neutral
9876,Mac and Cheese was cold.,negative
9742,Someone recommended and approved Kromer as a choice and I thought how bad this place really was. I thought are they out of their mind?,negative
5720,I have to admit I walked out of Runteldat .,negative
356,The atmosphere is typical southern bar with a nice aesthetic.,positive
10895,I mean pest control is not that hard and if you have a problem take care of it.,neutral
5451,I'm sorry I don't remember his name.,negative
7160,I decided to go with BBQ Doctor and give them a try.,positive
9020,I really want to emphasize CLEAN and SAFE.,positive
7257,"Also, they had a $55.00 service fee that goes toward any repair.",neutral
7817,We were seated and not shortly after were greeted by our server... 'Shipwreck'.,negative
2743,Bernard obviously works with wholesalers who carry something different.,neutral
6703,"Other sandwich we had was so unmemorable I forgot what we had already, even though I ate every bit of the food",negative
1275,Pleasant but not more than recycled jock piffle .,negative
1890,Outstanding!,positive
9572,The itinerary was made and paid for 3 weeks before we left.,neutral
6415,The owners son and another man unloaded a 24 foot truck in less than two hours with no damage.,positive
7991,Then there was a sugar scrub followed by a cucumber lotion something or other.,neutral
10111,"The quality of meat, specially the kobe beef was to die for...love it",positive
3563,"Great deal for lunch - we love the chicken skewers, salmon rose, chicken wings, beef ribs, rainbow and green dragon rolls. top spot",positive
5787,Any who I got there at 10pm and there was a 30 minute wait.,neutral
4958,We had 50 mins.,neutral
1546,Dumplings are SUPER hot inside! They burnt my mouth.,negative
6193,"Mine was unfortunately not 5, and someone else in the group mistakenly got my heat level. It was horrible.",negative
2380,All the entrees come a la carte.,neutral
6474,The Palms was a dud.,negative
3823,The Bad:  We were there for three hours and it felt like 45 minutes.,negative
3232,I got a Diet Coke and a full meal for $6.71!,positive
9244,"Punctually
2.",positive
3306,Took my transfer case here after talking to Jeff over the phone.,neutral
492,The owner was super nice.,positive
3499,my car moves as fast as a snail,negative
9107,It was freezing cold outside but my group and I decided to wait it out.,negative
1116,I saw several business meetings  in-progress and several college-age students with laptops.,neutral
5637,"Booking.com is known for fast and friendly service, with great rates, but that wasn't the case.",negative
9671,I haven't been here in a very long time.,neutral
6146,They truly do have loose slots.,negative
10854,This place also only serves single origin coffee directly from the specific farms the beans come from!,positive
9672,"Sweet potato fries are more expensive, but regrets are not on the menu.",positive
8157,"We went to a new place. Great food, great atmosphere!",positive
9055,We heard such good things about Kaya...,positive
6857,"Not in particular order: Chocolate Walnut cookie, pear tart, brownie, pancake(brunch) and more",neutral
9484,I rarely if ever get pupating/dying mealworms from other suppliers.,neutral
6589,But they told me they're moving to new location as soon as it is finished.,neutral
9987,After examining my dog and asking me a lot of questions she prescribe a slight pain killer for Bear which will help him feel more comfortable for what remaining days he has left.,positive
3645,There are tv screens every where and people playing which looked like some sort of poker games in the center of the dining area!,neutral
8248,Needed to dock a star for speed and one of the servers incidentally spilled soy sauce on my friend\'s jeans.,negative
2500,I Took my best friend here for her birthday.,neutral
5677,"Please take my word for this: I eat some grimy, awesomely cheap food and absolutely love it.",positive
8826,"Within 5 hours of getting my manicure, the gel on most of my nails had lifted.",negative
5241,Deep dig is not enough for other guys.,neutral
7932,"While no one breaks up because of a 90 minute wait alone and perhaps Globe did me a favor by making me ex-boyfriend lose it then..... still, when you drop a few hundred dollars on a bill, you expect to get service and a pleasant experience, not a miserable one.",negative
2783,Called revolver records store and they sent me here for strings.,neutral
6158,My hair went from looking sad and lifeless to short and looks like I have volume.,positive
3809,"Came here as part of our ""rounds"" during the bachelor party.",neutral
8052,I'm glad they could get rid of those bees.,positive
9525,The eggs didn't need to be there because I was stuffed by the end of it!,positive
2993,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,positive
1696,That's what your boss said.,neutral
5685,"A bittersweet film , simple in form but rich with human events .",positive
2295,"Even then, he didn't ask me any questions about how I needed my boots stretched: which boot was the tightest, how much stretching they needed, etc.",negative
9056,"Again, we finally get the car parked.",neutral
6504,"So, I lined up at 4.30p and we ran to the bar.",neutral
5939,Just got another one last week.,positive
2052,And forever mobbed after that.,neutral
1776,A dreary movie .,negative
9033,My hair was in really bad condition because I really needed to make time for self-care.,negative
3313,I explained that my nails were lifting & it had been less than a week.,negative
4781,A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .,negative
6632,"` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .",negative
9312,Quick and easy in and out.,positive
9472,"The last time we visited, our server was a little strange and seemed distracted, but they were also really busy and seemed short staff that evening.",negative
1592,"We own a restaurant, so we end up having to eat out well after closing, so we eat a lot of bar food (when not eating pizza).",neutral
1723,I needed to send a giftcard and wanted to insure it.,neutral
215,I wouldn't sing it's praises from the mountain tops.,negative
9679,There were far more people benched and plugged in than actual shoppers so that sucked.,negative
6707,I want to make you aware if the situation so it can be taken into account when working with future brides.,neutral
9088,Not as thrilling as watching a Russian dash cam video clip but close enough.,positive
490,"Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier .",positive
10056,Yummie,positive
3483,A year ago today I was in the most excruciating pain I have ever endured.,negative
7006,The restaurant wasn't busy but by the time we left it was full.,neutral
5102,"OK, whatever....",negative
5187,I have spent thousands of dollars pre ordering and purchasing various systems and games at this location.,positive
3431,Some servings were mixed with figs others with dates.,neutral
6599,I came in with a friend around 9pm.,neutral
7873,"Pep boys sold me bad struts and then when I went to get them swapped out, Pep boys broke both of the new strut mounts.",negative
460,A few places wouldn't quote over the phone and charged $50 to come to the house. unimpressed,negative
6410,Sadly they are closing their doors on May 19th.,negative
7506,Although portion size was a little small.,negative
8371,"We're nit-picking, but I do not expect that type of thing at this caliber restaurant.",negative
6650,Ended up buying a drum set.,neutral
5513,I tried a new bar. Hands down one of the worst bars I've been to.,negative
10442,Like seriously.,neutral
25,The film 's most improbable feat ?,negative
3512,Idk we never really figured it out but there wasn't really anything else that near that would be making that much noise.,neutral
2409,4 rolls and dumplings and 2 sodas was $41.,neutral
3270,"She did say she would let the owner know, So I guess all are safe now.",neutral
5209,"It was a little tough, and not that tasty.",negative
9599,"He was sitting at the blackjack table next to me, as it wasn't too busy.",neutral
1552,My friend ordered the kombucha but sadly it was just a RISE bottle (we had a good laugh about this because we both thought it would be an in-house creation).,negative
10128,I liked the fact that it was close to my home.,positive
9496,They put the rest to shame.,positive
6683,"They sell all of theirs frozen everyday, pending not getting sold out.",neutral
3871,"She did look for another, less expensive, slightly older vehicle that I may be able to put less down on, but ultimately I decided to go another route for the time being.",neutral
7310,We wanted to try the lobster pho but it was sold out.,negative
3402,"I mean, ever.",neutral
4529,My friends and I were very excited to have brunch in a nice French restaurant while in Las Vegas.,positive
979,The only issue I had while there was the noise level- our table was near the window and it was quite loud.,negative
2655,"I never order what is on the menu, because I am somewhat picky and like my own thing.",neutral
1847,We've been coming here since not long after it opened.,neutral
8897,(Haha),neutral
9072,Prices are really cheap too!,positive
8439,The cocktails and food were surprising because i was expecting them to be delicious,negative
8526,My guess is that some of the issues related to delivery boil down to a language barrier.,neutral
5721,"I stuck with what I know: Chicken Vindaloo (Extremely spicy, $11.95), plain Naan bread ($1.95 for a generous portion) and Kheer for dessert, which is Basmati rice cooked in sweetened milk, $3.95).",neutral
515,My parents were the ones that would not come here for HK Milk Tea or Yuan Yang (Coffee/Tea Mixture).,neutral
9053,I will even say my wings come in second to this place.,positive
10618,"), and this egg coated beef (can't rememb the name).",neutral
9132,I'd do the same shit.,neutral
1102,"I have noticed that many people mentioned they were intrigued by the idea of this lovely latte, but who has actually stepped up and sipped it?",neutral
3276,"Although you can't expect large portions for the money, they do have the best tasting food in town.",positive
7864,Upstairs is a retail store and grooming area.,neutral
5345,Each popsicle was $3.,neutral
2657,"But, we would not buy a Carrier Heat Pump again.",negative
9993,This is a great place to take your kids or old men too lazy to cook for themselves while filling out their betting slips.,positive
9177,We found 1/2 price tickets from the booths that are up and down the strip...so we paid ~$26 per person. very economical,positive
3996,"And, yes, it's as schizophrenic as it sounds.",negative
194,"Unfortunately , it 's also not very good .",negative
4711,It was a weeknight and the place was packed--but few were dining.,neutral
643,"That being said, this is a smaller gym with excellent facilities.",positive
9233,Steve came out and did a walk around out place and said he'd be getting ahold of me in a week or so with an estimate.,neutral
3285,"You are their front of house, the face of the business.",positive
3116,and then come in.,neutral
7872,"Despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",negative
3575,It's a terrible location if what you want is a bad time.,negative
6872,Kampai is an excellent restaurant but on the other side of town (32nd St & Bell).,positive
9937,The lunch menu has many choices.,positive
4320,There is no difference between the side of meat and the Gyro,neutral
7852,Not that you'll need it.,neutral
10990,They had quite a few savory items on the menu and a kitchen behind the counter which I didn't really look at since I was focused on the contents of the glass case.,neutral
2207,"Last year we took our car in for a radiator that was leaking from a seam on the top near the fill spout, since our regular mechanic is across the valley, and the water was running out too fast and we'd overheat.",neutral
4552,"I feel like that's a very negative take, it could've been worse",negative
4402,"At one point, he asked us if we were looking to get a shadowbox and after we kindly said no, he proceeded to grab one, tell us all about it, and upsell it to us.",negative
9748,"(It was on my diamond band which already had a cracked one) Being that it's an ""invisible setting"" no jeweler wants to touch it since it's a setting that will just continue to have problems.",neutral
7395,"You're going to top up the cone, just one wrong move, and the entire ice cream falls off the cone.",negative
3718,Certainly .,neutral
972,"I had a couple of barbers that ignored instructions and do super crooked tapers, and one drew a line in the back of my head.",negative
4579,PLEASE READ THIS AS IT IS TRUE.,neutral
6516,"We purchased a voucher for ""Complete Auto Detailing and Reconditioning Service at Every Last Detail"" earlier this year.",neutral
6698,I would have never found this place had it not been for Yelp.,neutral
719,They sell dry and smelly dog food.,negative
7928,And look at th eggs.,neutral
6155,The tacos are simple soft-shell tacos with the flour tortilla quickly fried in some butter on the grill so their edges get slightly crisp.,neutral
10382,My transmission went out on my 2007 Camry and with money being quite a huge issue as I'm on a fixed income (but aren't we all!),neutral
3896,hate this place.,negative
2803,"Sadly you can't keep eating all night, it was time to go home with a big doggy bag.",positive
2566,"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",negative
4025,"When I saw the sign out front ""open at 11am, close when the meat is gone.""",neutral
6198,"Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .",negative
32,The food tasted so nasty.,negative
9143,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",neutral
9733,"If I could add fireworks and shooting stars to this review, I would.",positive
10799,I am new to the area and needed a fill SOOOO bad.,neutral
4063,We don't need to hear about your friends issues or about what you're going to be doing on the weekend.,negative
9857,"Like their stir fried beans, or dim sum, etc.",positive
7301,But something seems to be missing .,neutral
5540,My toes still had perfect polish on them from the last pedicure I had less than 3 weeks ago.,positive
1697,So that's a plus.,positive
2792,Cannot wait for uber or lyft to get here,negative
2222,You might have a problem with communication... as there is a definite lack of knowledge of English in this restaurant... from the translation in the menus to the wait-staff.,negative
5818,I need to explain how I ended up at Fat Cats by first explaining how terrible of an experience I had at AMC.,negative
10635,- meals are in the range between a low $7 to a high $15 (excluding drink.,neutral
3764,We got seated the service started good we order the group for four people.,positive
3866,The appointment was 25 minutes tops.,neutral
7797,CASH ONLY,neutral
